provider_id,hospital_name,street_address,po_box,city,state,zip_code,county,fips,rural_urban,total_general_bed_count,total_general_annual_occupancy_rate,total_general_number_of_empty_beds,intensive_care_bed_count,intensive_care_annual_occupancy_rate,intensive_care_number_of_empty_beds,total_population,population_60_or_older,percent_of_population_60_or_older
670024,NORTH CYPRESS MEDICAL CENTER,21214 NORTHWEST FREEWAY,,CYPRESS,TX,77429-,HARRIS,48201,urban,139.0,70.41,41.0,20.0,79.22,4.0,4602523,680268,14.78
390027,TEMPLE UNIVERSITY HOSPITAL,3401 N. BROAD ST.,,PHILADELPHIA,PA,19140,PHILADELPHIA,42101,urban,594.0,70.38,175.0,39.0,70.02,11.0,1575522,294538,18.69
450010,UNITED REGIONAL HEALTH CARE SYSTEM,1600 ELEVENTH STREET,,WICHITA FALLS,TX,76301,WICHITA,48485,urban,250.0,70.38,74.0,12.0,64.98,4.0,131818,25900,19.65
250019,MEMORIAL HOSPITAL AT GULFPORT,BROAD STREET,1810,GULFPORT,MS,39502-,HARRISON,28047,urban,281.0,70.35,83.0,26.0,65.12,9.0,202626,40463,19.97
450137,BAYLOR S&W ALL SAINTS MEDICAL CENTER,1400 8TH AVENUE,,FORT WORTH,TX,76104-,TARRANT,48439,urban,377.0,70.35,111.0,39.0,71.33,11.0,2019977,320578,15.87
330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,,BROOKLYN,NY,11213,KINGS,36047,urban,153.0,70.32,45.0,13.0,31.19,8.0,2600747,482522,18.55
150082,DEACONESS HOSPITAL,600 MARY STREET,,EVANSVILLE,IN,47747-,VANDERBURGH,18163,urban,492.0,70.31,146.0,67.0,72.31,18.0,181313,41445,22.86
450029,LAREDO MEDICAL CENTER,1700 EAST SAUNDERS,,LAREDO,TX,78041,WEBB,48479,urban,284.0,70.3,84.0,32.0,83.71,5.0,272053,34970,12.85
220036,STEWARD ST. ELIZABETHS MEDICAL CTR,736 CAMBRIDGE STREET,,BOSTON,MA,02135,SUFFOLK,25025,urban,212.0,70.26,63.0,46.0,32.33,31.0,791766,129585,16.37
100075,ST. JOSEPHS HOSPITAL,3001 W. MARTIN LUTHER KING JR. BLVD.,,TAMPA,FL,33607-4227,HILLSBOROUGH,12057,urban,1062.0,70.22,316.0,106.0,71.65,30.0,1378883,267324,19.39
050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,,RIVERSIDE,CA,92501,RIVERSIDE,06065,urban,477.0,70.21,142.0,68.0,63.5,25.0,2383286,451735,18.95
350011,SANFORD MEDICAL CENTER - FARGO,801 BROADWAY NORTH,,FARGO,ND,58102-3641,CASS,38017,urban,466.0,70.19,139.0,67.0,81.09,12.0,174202,29169,16.74
110034,AU MEDICAL CENTER  INC,1120 15TH STREET,,AUGUSTA,GA,30912,RICHMOND,13245,urban,465.0,70.19,138.0,44.0,82.92,7.0,201463,39305,19.51
240004,HENNEPIN COUNTY MEDICAL CENTER,701 PARK AVE P-1,,MINNEAPOLIS,MN,55415-1829,HENNEPIN,27053,urban,330.0,70.16,98.0,24.0,74.33,6.0,1235478,237034,19.19
310016,CHRIST HOSPITAL,176 PALISADE AVENUE,,JERSEY CITY,NJ,07306,HUDSON,34017,urban,181.0,70.14,54.0,18.0,75.91,4.0,668631,111445,16.67
070024,THE WILLIAM W. BACKUS HOSPITAL,326 WASHINGTON STREET,,NORWICH,CT,06360,NEW LONDON,09011,urban,165.0,70.11,49.0,12.0,81.44,2.0,268881,65176,24.24
390050,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,,PITTSBURGH,PA,15212-,ALLEGHENY,42003,urban,501.0,70.08,150.0,28.0,64.91,9.0,1225561,308939,25.21
070031,THE GRIFFIN HOSPITAL,130 DIVISION STREET,,DERBY,CT,06418-,NEW HAVEN,09009,urban,101.0,70.05,30.0,14.0,54.44,6.0,859339,199226,23.18
190039,WEST JEFFERSON MEDICAL CENTER,1101 MEDICAL CENTER BLVD,,MARRERO,LA,70072,ORLEANS,22071,urban,190.0,70.03,57.0,12.0,88.47,1.0,389648,77282,19.83
360064,ST. ELIZABETH HEALTH CENTER,1044 BELMONT AVENUE,,YOUNGSTOWN,OH,44501-1790,MAHONING,39099,urban,299.0,70.03,89.0,20.0,100.0,0.0,231064,63701,27.57
100256,REGIONAL MEDICAL CENTRE BAYONET POIN,14000 FIVAY ROAD,,HUDSON,FL,34667,PASCO,12101,urban,290.0,70.0,87.0,20.0,74.3,5.0,510593,147760,28.94
390025,KENSINGTON HOSPITAL,136 WEST DIAMOND STREET,,PHILADELPHIA,PA,19122,PHILADELPHIA`,42101,urban,14.0,69.96,4.0,,,,1575522,294538,18.69
490022,MARY WASHINGTON HOSPITAL,1001 SAM PERRY BLVD,,FREDERICKSBURG,VA,22401,SPOTSYLVANIA,51177,urban,421.0,69.96,126.0,,,,131412,24594,18.72
150089,BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVENUE,,MUNCIE,IN,47303-3428,DELAWARE,18035,urban,320.0,69.9,96.0,36.0,76.67,8.0,115616,25949,22.44
050301,ADVENTIST HEALTH UKIAH VALLEY,275 HOSPITAL DRIVE,,UKIAH,CA,95482-,MENDOCINO,06045,rural,50.0,69.85,15.0,6.0,71.1,1.0,87422,24737,28.3
060015,ST ANTHONY HOSPITAL,11600 W. 2ND PLACE,,LAKEWOOD,CO,80228,DENVER,08031,urban,220.0,69.83,66.0,28.0,56.29,12.0,693417,112708,16.25
670082,BAYLOR S&W MEDICAL CENTER - MCKINNEY,5252 W UNIVERSITY DR,,MCKINNEY,TX,75021,COLLIN,48085,urban,143.0,69.83,43.0,16.0,65.29,5.0,944350,143728,15.22
210040,NORTHWEST HOSPITAL CENTER,5401 OLD COURT ROAD,,RANDALLSTOWN,MD,21133,BALTIMORE,24005,urban,189.0,69.76,57.0,16.0,44.52,8.0,827625,190376,23.0
140202,CONDELL MEDICAL CENTER,900 GARFIELD AVE,,LIBERTYVILLE,IL,60648-,LAKE,17097,urban,273.0,69.76,82.0,17.0,82.77,2.0,703619,135653,19.28
030111,BANNER UNIVERSITY MED CENTER SOUTH,2800 EAST AJO WAY,,TUCSON,AZ,85713,PIMA,04019,urban,133.0,69.75,40.0,12.0,54.89,5.0,1019722,254746,24.98
390030,LEHIGH VALLEY HOSPITAL - SCHUYLKILL,420 SOUTH JACKSON STREET,,POTTSVILLE,PA,17901,SCHUYLKILL,42107,rural,152.0,69.72,46.0,10.0,47.42,5.0,143555,38783,27.02
050071,KFH - SANTA CLARA,700 LAURENCE EXPRESSWAY,,SANTA CLARA,CA,95051-,SANTA CLARA,06085,urban,327.0,69.7,99.0,38.0,58.98,15.0,1922200,348486,18.13
290057,HENDERSON HOSPITAL,1050 WEST GALLERIA DRIVE,,HENDERSON,NV,89011,AMADOR,32003,urban,139.0,69.69,42.0,16.0,92.71,1.0,2141574,421842,19.7
110122,SOUTH GEORGIA MEDICAL CENTER,2501 NORTH PATTERSON STREET,1727,VALDOSTA,GA,31603-1727,LOWNDES,13185,urban,274.0,69.67,83.0,48.0,94.6,2.0,114582,18450,16.1
320085,MOUNTAIN VIEW REG MED CTR,4311 EAST LONHAM AVENUE,,LAS CRUCES,NM,88011-,DONA ANA,35013,urban,180.0,69.63,54.0,23.0,81.51,4.0,215338,43443,20.17
390133,LEHIGH VALLEY,2100 MACK BLVD.  4TH FLOOR  FINANCE,4000,ALLENTOWN,PA,18105-4000,LEHIGH,42077,urban,1022.0,69.61,310.0,86.0,73.35,22.0,362613,81644,22.52
040055,SPARKS REGIONAL MEDICAL CENTER,1001 TOWSON AVE,PO BOX 2406,FORT SMITH,AR,72902,SEBASTION,05131,urban,249.0,69.59,75.0,30.0,57.4,12.0,127461,26956,21.15
450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL P,6200 WEST PARKER ROAD,,PLANO,TX,75093,COLLIN,48085,urban,321.0,69.57,97.0,26.0,42.99,14.0,944350,143728,15.22
060100,THE MEDICAL CENTER OF AURORA,1501 SOUTH POTOMAC ST,,AURORA,CO,80012-,ARAPAHOE,08005,urban,309.0,69.54,94.0,45.0,67.05,15.0,636671,115900,18.2
370214,LINDSAY MUNICIPAL HOSPITAL AUTHORITY,HIGHWAY #19 WEST,888,LINDSAY,OK,73052,GARVIN,40049,rural,26.0,69.54,7.0,,,,27823,6747,24.25
100191,MEDICAL CENTER OF TRINITY,9330 SR 54,,TRINITY,FL,34655,PASCO,12101,urban,242.0,69.52,74.0,34.0,58.17,14.0,510593,147760,28.94
230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,,FLINT,MI,48503-5993,GENESEE,26049,urban,370.0,69.5,112.0,46.0,85.05,6.0,409361,95163,23.25
310130,HACKENSACK UMC AT PASCACK VALLEY,250 OLD HOOK ROAD,,WESTWOOD,NJ,07675,BERGEN,34003,urban,78.0,69.49,23.0,9.0,54.25,4.0,929999,214801,23.1
110064,PIEDMONT COLUMBUS REGIONAL MIDTOWN,710 CENTER ST.,951,COLUMBUS,GA,31902-,MUSCOGEE,13215,urban,334.0,69.47,102.0,28.0,78.12,6.0,196670,35499,18.05
670085,TEXAS HEALTH ALLIANCE,10864 TEXAS HEALTH TRAIL,,FORT WORTH,TX,76244-4897,TARRANT,48439,urban,101.0,69.47,30.0,12.0,15.16,10.0,2019977,320578,15.87
310070,ST. PETERS UNIVERSITY HOSPITAL,254 EASTON AVENUE,,NEW BRUNSWICK,NJ,08903-0591,MIDDLESEX,34023,urban,353.0,69.47,107.0,28.0,42.14,16.0,826698,167133,20.22
140209,METHODIST MEDICAL CTR OF ILLINOIS,221 N E GLEN OAK,,PEORIA,IL,61636,PEORIA,17143,urban,198.0,69.44,60.0,12.0,61.92,4.0,184463,41383,22.43
500088,VALLEY MEDICAL CENTER,400 SOUTH 43RD STREET,50010,RENTON,WA,98058-5010,KING,53033,urban,311.0,69.44,95.0,,,,2163257,399243,18.46
050006,ST. JOSEPH HOSPITAL - EUREKA,2700 DOLBEER,,EUREKA,CA,95501,HUMBOLDT,06023,rural,134.0,69.43,40.0,12.0,76.14,2.0,135768,32421,23.88
060009,LUTHERAN MEDICAL CENTER,8300 WEST 38TH AVE,,WHEAT RIDGE,CO,80033,JEFFERSON,08059,urban,186.0,69.43,56.0,18.0,65.94,6.0,570427,128830,22.58
390044,READING HOSPITAL AND MEDICAL CENTER,420 SOUTH FIFTH AVENUE,16052,READING,PA,19612,BERKS,42011,urban,562.0,69.38,172.0,20.0,62.49,7.0,416642,94531,22.69
070021,WINDHAM COMMUNITY MEMORIAL HOSPITAL,112 MANSFIELD AVE,,WILLIMANTIC,CT,06226,WINDHAM,09015,urban,44.0,69.35,13.0,,,,116538,26420,22.67
010103,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVE SW,,BIRMINGHAM,AL,35211,JEFFERSON,01073,urban,279.0,69.34,85.0,12.0,93.54,0.0,659892,141424,21.43
310041,COMMUNITY MEDICAL CENTER,99 ROUTE 37W,,TOMS RIVER,NJ,08755-6423,OCEAN,34029,urban,424.0,69.31,130.0,38.0,29.54,26.0,591939,170115,28.74
450184,MEMORIAL HERMANN  HOSPITAL SYS,1635 NORTH LOOP WEST,,HOUSTON,TX,77008-,HARRIS,48201,urban,1310.0,69.31,402.0,157.0,67.61,50.0,4602523,680268,14.78
060028,SAINT JOSEPH HOSPITAL,1375 EAST 19TH AVENUE,,DENVER,CO,80218,DENVER,08031,urban,361.0,69.29,110.0,30.0,50.64,14.0,693417,112708,16.25
100109,ADVENTHEALTH SEBRING,4200 SUN N LAKE BLVD,,SEBRING,FL,33872-,HIGHLANDS,12055,urban,180.0,69.23,55.0,22.0,52.37,10.0,102101,42640,41.76
150017,LUTHERAN HOSPITAL OF INDIANA,7950 WEST JEFFERSON BLVD,,FT WAYNE,IN,46804,ALLEN,18003,urban,396.0,69.21,121.0,,,,370016,73156,19.77
180011,ST JOSEPH HOSPITAL LONDON,1001 SAINT JOSEPH LANE,,LONDON,KY,40741-,LAUREL,21125,rural,106.0,69.19,32.0,14.0,70.88,4.0,60180,13329,22.15
100314,WEST KENDALL BAPTIST HOSPITAL,9555 S.W. 162 AVENUE,,MIAMI,FL,33196,MIAMI-DADE,12086,urban,133.0,69.17,41.0,12.0,37.24,7.0,2715516,575603,21.2
250141,BAPTIST MEM HOSPITAL DESOTO,7601 SOUTHCREST,,SOUTHAVEN,MS,38671,DESOTO,28033,urban,309.0,69.14,95.0,,,,176132,31204,17.72
510007,ST. MARYS MEDICAL CENTER  INC.,2900 FIRST AVENUE,,HUNTINGTON,WV,25702-,CABELL,54011,urban,350.0,69.13,108.0,12.0,91.62,1.0,95318,22911,24.04
050394,CMH OF SAN BUENAVENTURA,147 N. BRENT STREET,,VENTURA,CA,93003,VENTURA,06111,urban,201.0,69.11,62.0,21.0,73.35,5.0,848112,173209,20.42
330279,MERCY HOSPITAL OF BUFFALO,565 ABBOTT RD.,,BUFFALO,NY,14220,ERIE,36029,urban,364.0,69.1,112.0,28.0,62.33,10.0,919866,220731,24.0
060011,DENVER HEALTH MEDICAL CENTER,777 BANNOCK STREET,40411,DENVER,CO,80204-4507,DENVER,08031,urban,378.0,69.07,117.0,32.0,63.93,11.0,693417,112708,16.25
340158,BRUNSWICK COMMUNITY HOSPITAL,240 HOSPITAL DRIVE NE,,BOLIVIA,NC,28422,BRUNSWICK,37019,urban,61.0,69.07,18.0,19.0,58.66,7.0,126860,49670,39.15
110042,PAULDING MEDICAL CENTER,2518 JIMMY LEE SMITH PKWY,,HIRAM,GA,30141,PAULDING,13223,urban,112.0,69.07,34.0,8.0,77.74,1.0,155840,22715,14.58
050126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN STREET,,VAN NUYS,CA,91405,LOS ANGELES,06037,urban,285.0,69.06,88.0,17.0,93.07,1.0,10098052,1847041,18.29
420101,COASTAL CAROLINA MEDICAL CENTER,1000 MEDICAL CENTER DR.,,HARDEEVILLE,SC,29927,JASPER,45053,urban,41.0,69.03,12.0,4.0,91.23,0.0,27900,6899,24.73
280132,BELLEVUE MEDICAL CENTER,2500 BELLEVUE MEDICAL CENTER,,BELLEVUE,NE,68123-,SARPY,31153,urban,61.0,69.01,19.0,7.0,55.1,3.0,178351,28464,15.96
060022,MEMORIAL HEALTH SYSTEM,1400 EAST BOULDER STREET,,COLORADO SPRINGS,CO,80909-5533,EL PASO,08041,urban,495.0,69.01,153.0,46.0,68.64,14.0,688153,120289,17.48
100260,ST. LUCIE MEDICAL CENTER,1800 S.E. TIFFANY AVE,,PORT ST. LUCIE,FL,34952-,ST. LUCIE,12111,urban,207.0,69.0,64.0,18.0,91.49,1.0,305591,90902,29.75
140011,HERRIN HOSPITAL,201 S. 14TH STREET,,HERRIN,IL,62948,WILLIAMSON,17199,urban,85.0,68.96,26.0,8.0,75.99,1.0,67299,16632,24.71
050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,6100,NEWPORT BEACH,CA,92658-6100,ORANGE,06059,urban,518.0,68.95,160.0,31.0,58.66,12.0,3164182,617142,19.5
390217,FRICK HOSPITAL,508 CHURCH STREET,,MOUNT PLEASANT,PA,15666-,WESTMORELAND,42129,urban,33.0,68.94,10.0,,,,354751,105182,29.65
100017,HALIFAX MEDICAL CENTER,HALIFAX MEDICAL CENTER,,303 N CLYDE MORRIS BLVD,FL,32114,VOLUSIA,12127,urban,436.0,68.94,135.0,,,,527634,165183,31.31
450271,DECATUR COMMUNITY HOSPITAL,2000 SOUTH FM #51,,DECATUR,TX,76234-,WISE,48497,urban,81.0,68.92,25.0,21.0,69.34,6.0,64639,13560,20.98
150175,HEART HOSPITAL AT DEACONESS GATEWAY,4007 GATEWAY BOULEVARD,,NEWBURGH,IN,47630-,WARRICK,18173,urban,24.0,68.9,7.0,,,,61928,14318,23.12
390272,VALLEY FORGE MEDICAL CENTER,1033 WEST GERMANTOWN PIKE,,NORRISTOWN,PA,19403-3905,MONTGOMERY,42091,urban,50.0,68.9,15.0,,,,821301,194049,23.63
240078,FAIRVIEW SOUTHDALE HOSPITAL,6401 FRANCE AVENUE,,EDINA,MN,55435-,HENNEPIN,27053,urban,316.0,68.88,98.0,23.0,67.56,7.0,1235478,237034,19.19
310022,WEST JERSEY HEALTH SYSTEM,100 BOWMAN DRIVE,,VOORHEES,NJ,08043,CAMDEN,34007,urban,587.0,68.85,182.0,48.0,73.11,12.0,507367,107026,21.09
360068,THE TOLEDO HOSPITAL,2142 NORTH COVE BLVD.,,TOLEDO,OH,43606-,LUCAS,39095,urban,622.0,68.83,194.0,36.0,78.01,7.0,432379,94793,21.92
450358,THE METHODIST HOSPITAL,6565 FANNIN STREET,,HOUSTON,TX,77030-,HARRIS,48201,urban,955.0,68.82,297.0,36.0,70.46,10.0,4602523,680268,14.78
330202,NYC HEALTH+HOSPITAL/KINGS COUNTY,451 CLARKSON AVENUE,,BROOKLYN,NY,11203,KINGS,36047,urban,406.0,68.82,126.0,32.0,40.97,18.0,2600747,482522,18.55
310064,ATLANTICARE REGIONAL MEDICAL CENTER,65 W. JIMMIE LEEDS ROAD,,POMONA,NJ,08240-9102,ATLANTIC,34001,urban,540.0,68.8,168.0,38.0,60.73,14.0,268539,63338,23.59
520089,MERITER HOSPITAL  INC.,202 SOUTH PARK STREET,,MADISON,WI,53715-1596,DANE,55025,urban,275.0,68.79,85.0,16.0,41.93,9.0,529843,97575,18.42
330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,,HUNTINGTON,NY,11743,SUFFOLK,36103,urban,264.0,68.79,82.0,26.0,88.79,2.0,1487901,335142,22.52
310073,JERSEY SHORE UNIVERSITY MED CTR,1945 ROUTE 33,,NEPTUNE,NJ,07753,MONMOUTH,34025,urban,597.0,68.69,186.0,37.0,73.04,9.0,623387,146453,23.49
390290,HAHNEMANN UNIVERSITY HOSPITAL,BROAD & VINE,,PHILADELPHIA,PA,19102,PHILADELPHIA,42101,urban,362.0,68.63,113.0,29.0,61.46,11.0,1575522,294538,18.69
180010,SAINT JOSEPH HOSPITAL,ONE SAINT JOSEPH HOSPITAL DRIVE,,LEXINGTON,KY,40504-,FAYETTE,21067,urban,255.0,68.62,80.0,38.0,72.76,10.0,318734,57191,17.94
520070,MCHS EAU CLAIRE HOSPITAL,1221 WHIPPLE STREET,,EAU CLAIRE,WI,54702-,EAU CLAIRE,55035,urban,193.0,68.59,60.0,26.0,50.12,12.0,102991,20866,20.26
340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,35 MEMORIAL DRIVE,3000,PINEHURST,NC,28374-,MOORE,37125,rural,412.0,68.56,129.0,,,,95629,29118,30.45
110075,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,,STATESBORO,GA,30459,BULLOCH,13031,rural,142.0,68.55,44.0,24.0,75.03,5.0,74782,12010,16.06
050624,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,23845 MCBEAN PARKWAY,,VALENCIA,CA,91355-,LOS ANGELES,06037,urban,196.0,68.53,61.0,18.0,74.05,4.0,10098052,1847041,18.29
220010,LAWRENCE GENERAL HOSPITAL,ONE GENERAL STREET,,LAWRENCE,MA,01841,ESSEX,25009,urban,189.0,68.53,59.0,19.0,56.41,8.0,781024,177786,22.76
500054,PROV SACRED HEART MEDICAL CENTER,101 W. 8TH AVE.,2555,SPOKANE,WA,99220-2555,SPOKANE,53063,urban,612.0,68.53,192.0,20.0,101.0,-1.0,497875,108006,21.69
510022,CHARLESTON AREA MEDICAL CENTER  INC.,501 MORRIS STREET,1547,CHARLESTON,WV,25326-1320,KANAWHA,54039,urban,821.0,68.42,259.0,94.0,78.01,20.0,185710,50219,27.04
110023,GORDON HOSPITAL,1035 RED BUD ROAD,12938,CALHOUN,GA,30703-7013,GORDON,13129,rural,69.0,68.42,21.0,8.0,65.72,2.0,56790,11325,19.94
050075,KFH - OAKLAND,275 W MACARTHUR BLVD,,OAKLAND,CA,94611,ALAMEDA,06001,urban,365.0,68.28,115.0,50.0,55.1,22.0,1643700,309018,18.8
390278,EAGLEVILLE HOSPITAL,100 EAGLEVILLE ROAD,,EAGLEVILLE,PA,19403,MONTGOMERY,42091,urban,49.0,68.25,15.0,,,,821301,194049,23.63
450647,MEDICAL CITY DALLAS,7777 FOREST LANE,,DALLAS,TX,75230-,DALLAS,48113,urban,776.0,68.22,246.0,36.0,51.14,17.0,2586552,390214,15.09
490077,SENTARA MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,,CHARLOTTESVILLE,VA,22911,ALBEMARLE,51003,urban,150.0,68.19,47.0,12.0,74.02,3.0,106355,25577,24.05
360012,ST. ANNS HOSPITAL,500 S.CLEVELAND AVE,,WESTERVILLE,OH,43081-,FRANKLIN,39049,urban,284.0,68.15,90.0,12.0,79.75,2.0,1275333,213918,16.77
230002,ST. MARY MERCY HOSPITAL - LIVONIA,36475 FIVE MILE ROAD,,LIVONIA,MI,48154,WAYNE,26163,urban,252.0,68.14,80.0,16.0,60.59,6.0,1761382,369772,20.99
670077,METHODIST WEST HOUSTON HOSPITAL,18500 KATY FREEWAY,,HOUSTON,TX,77094,HARRIS,48201,urban,193.0,68.13,61.0,25.0,60.34,9.0,4602523,680268,14.78
240093,MCHS - SOUTHWEST MINNESOTA REGION,1025 MARSH STREET,,MANKATO,MN,56001,BLUE EARTH,27013,urban,167.0,68.11,53.0,29.0,51.78,13.0,66322,12293,18.54
040020,ST BERNARDS MEDICAL CENTER,225 EAST JACKSON,,JONESBORO,AR,72401-3156,CRAIGHEAD,05031,urban,328.0,68.1,104.0,30.0,83.71,4.0,105701,19690,18.63
040014,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE,809,SEARCY,AR,72143-,WHITE,05145,rural,204.0,68.1,65.0,12.0,71.89,3.0,78804,16765,21.27
360359,UH AHUJA MEDICAL CENTER,3999 RICHMOND ROAD,,BEACHWOOD,OH,44122,CUYAHOGA,39035,urban,137.0,68.08,43.0,20.0,51.79,9.0,1253783,303138,24.18
460010,INTERMOUNTAIN MEDICAL CENTER,5121 S COTTONWOOD ST,,MURRAY,UT,84157-7000,SALT LAKE,49035,urban,480.0,68.07,153.0,24.0,78.96,5.0,1120805,170489,15.21
450634,MEDICAL CITY DENTON,3535 SOUTH I-35E,,DENTON,TX,76210-,DENTON,48121,urban,185.0,68.05,59.0,29.0,73.38,7.0,807047,113495,14.06
380018,ROGUE REGIONAL MEDICAL CENTER,2825 BARNETT ROAD,,MEDFORD,OR,97504,JACKSON,41029,urban,301.0,68.01,96.0,15.0,81.55,2.0,214267,61623,28.76
330264,ST. LUKES CORNWALL HOSPITAL,70 DUBOIS ST,,NEWBURGH,NY,12550,ORANGE,36071,urban,193.0,67.99,61.0,18.0,54.16,8.0,378227,72504,19.17
450056,ASCENSION SETON MEDICAL CENTER,1201 WEST 38TH STREET,,AUSTIN,TX,78705-,TRAVIS,48453,urban,424.0,67.98,135.0,78.0,63.13,28.0,1203166,168027,13.97
260062,SAINT LUKES NORTH HOSPITAL,5830 NW BARRY ROAD,,KANSAS CITY,MO,64154,PLATTE,29165,urban,116.0,67.97,37.0,,,,98824,19572,19.8
050231,POMONA VALLEY HOSPITAL MED CTR,1798 NORTH GAREY AVENUE,,POMONA,CA,91767-,LOS ANGELES,06037,urban,405.0,67.95,129.0,40.0,70.48,11.0,10098052,1847041,18.29
170123,WESLEY MEDICAL CENTER,550 NORTH HILLSIDE STREET,,WICHITA,KS,67214,SEDGWICK,20173,urban,581.0,67.95,186.0,86.0,73.12,23.0,512064,100432,19.61
050174,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DRIVE,,SANTA ROSA,CA,95405-,SONOMA,06097,urban,273.0,67.95,87.0,26.0,90.71,2.0,501317,128670,25.67
220033,BEVERLY HOSPITAL,85 HERRICK STREET,,BEVERLY,MA,01915-1777,ESSEX,25009,urban,296.0,67.94,94.0,22.0,53.29,10.0,781024,177786,22.76
140200,ELMHURST MEMORIAL HOSPITAL,155 E BRUSH HILL ROAD,,ELMHURST,IL,60126,DUPAGE,17043,urban,282.0,67.94,90.0,35.0,79.48,7.0,931743,195042,20.93
490120,CHESAPEAKE GENERAL HOSPITAL,736 BATTLEFIELD BLVD. NORTH,2028,CHESAPEAKE,VA,23320-,CHESAPEAKE CITY,51550,urban,310.0,67.9,99.0,28.0,84.21,4.0,237820,43446,18.27
450742,BAYLOR SCOTT & WHITE  MC-LAKE POINTE,6800 SCENIC DR,1550,ROWLETT,TX,75088,ROCKWALL,48397,urban,121.0,67.87,38.0,14.0,69.8,4.0,93642,15820,16.89
320086,LOVELACE REGIONAL HOSPITAL-ROSWELL,117 E. 19TH STREET,,ROSWELL,NM,88201-,CHAVES,35005,rural,26.0,67.86,8.0,3.0,19.24,3.0,65459,14283,21.82
390326,ST LUKE HOSPITAL ANDERSON CAMPUS,1872 ST LUKES BOULEVARD,,EASTON,PA,18045,NORTHHAMPTON,42095,urban,108.0,67.85,34.0,12.0,75.59,2.0,301778,75654,25.07
220135,FALMOUTH HOSPITAL,100 TER HEUN DRIVE,,FALMOUTH,MA,02574,BARNSTABLE,25001,urban,95.0,67.84,30.0,10.0,62.77,3.0,213690,82029,38.39
230092,W.A. FOOTE MEMORIAL HOSPITAL,205 N. EAST AVENUE,,JACKSON,MI,49201,JACKSON,26075,urban,313.0,67.83,100.0,34.0,66.5,11.0,158913,37223,23.42
050239,ADVENTIST HEALTH GLENDALE,1509 WILSON TERRACE,,GLENDALE,CA,92106,LOS ANGELES,06037,urban,318.0,67.82,102.0,,,,10098052,1847041,18.29
150024,ESKENAZI HEALTH,720 ESKENAZI AVENUE,,INDIANAPOLIS,IN,46202,MARION,18097,urban,316.0,67.81,101.0,72.0,72.46,19.0,944523,166028,17.58
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,,HUDSON,NY,12534,COLUMBIA,36021,rural,95.0,67.8,30.0,9.0,56.07,3.0,60919,18640,30.6
100030,HEALTH CENTRAL,10000 W. COLONIAL DRIVE,,OCOEE,FL,34761,ORANGE,12095,urban,211.0,67.79,67.0,14.0,46.03,7.0,1321194,216446,16.38
340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAS,920 CHURCH STREET  NORTH,,CONCORD,NC,28025-2927,CABARRUS,37025,urban,447.0,67.75,144.0,15.0,79.12,3.0,201448,36392,18.07
220116,TUFTS MEDICAL CENTER,800 WASHINGTON ST,,BOSTON,MA,02111,SUFFOLK,25025,urban,364.0,67.75,117.0,98.0,70.06,29.0,791766,129585,16.37
100012,LEE MEMORIAL HOSPITAL,2776 CLEVELAND AVENUE,,FORT MYERS,FL,33901-,LEE,12071,urban,743.0,67.75,239.0,75.0,71.86,21.0,718679,250249,34.82
110095,TIFT REGIONAL MEDICAL CENTER,901 EAST 18TH STREET,747,TIFTON,GA,31793-,TIFT,13277,rural,181.0,67.67,58.0,20.0,79.04,4.0,40510,7987,19.72
050167,SAN JOAQUIN GENERAL HOSPITAL,500 WEST FRENCH CAMP ROAD,,FRENCH CAMP,CA,95231,SAN JOAQUIN,06077,urban,196.0,67.66,63.0,16.0,79.18,3.0,732212,128403,17.54
210006,HARFORD MEMORIAL HOSPITAL,PO BOX 501 SOUTH,,HAVRE DE GRACE,MD,21078,HARFORD,24025,urban,82.0,67.65,26.0,5.0,60.27,1.0,251025,55517,22.12
100265,MEASE HOSPITAL COUNTRYSIDE,3231 NORTH MCMULLEN BOOTH RD,,SAFETY HARBOR,FL,33761-2045,PINELLAS,12103,urban,311.0,67.64,100.0,26.0,86.89,3.0,957875,302587,31.59
